packet_size,timestamp,protocol,ip_src,ip_dst,transport,tls_version,tcp_seq,tcp_ack,tcp_window,tcp_flags,tls_handshake_type,tls_cipher_suite,flow_size,flow_volume,inter_packet_time,avg_rtt
122.0,1739284573.723812,TLS,10.12.16.216,142.251.209.36,TCP,0x0303,4370.0,5349.0,131072.0,24.0,Unknown,Unknown,2229.0,10.0,0.008750200271606445,0.06110060214996338
487.0,1739284573.732416,TLS,142.251.143.195,10.12.16.216,TCP,0x0303,6777.0,2367.0,267776.0,24.0,Unknown,Unknown,7819.0,11.0,0.017940998077392578,0.0184822678565979
85.0,1739284573.732416,TLS,142.251.143.195,10.12.16.216,TCP,0x0303,7210.0,2367.0,267776.0,24.0,Unknown,Unknown,7904.0,12.0,0.0,0.0184822678565979
93.0,1739284573.732416,TLS,142.251.143.195,10.12.16.216,TCP,0x0303,7241.0,2367.0,267776.0,24.0,Unknown,Unknown,7997.0,13.0,0.0,0.0184822678565979
54.0,1739284573.732514,TCP,10.12.16.216,142.251.143.195,TCP,Unknown,2398.0,7280.0,131072.0,16.0,Unknown,Unknown,1569.0,10.0,0.017622947692871094,0.051199495792388916
93.0,1739284573.733895,TLS,10.12.16.216,142.251.143.195,TCP,0x0303,2398.0,7280.0,131072.0,24.0,Unknown,Unknown,1662.0,11.0,0.0013811588287353516,0.051199495792388916
863.0,1739284573.737186,QUIC,142.251.209.36,10.12.16.216,UDP,Unknown,1896.0,1874.0,265984.0,17.0,Unknown,Unknown,8697.0,8.0,0.03885793685913086,
82.0,1739284573.737831,QUIC,10.12.16.216,142.251.209.36,UDP,Unknown,1896.0,1874.0,265984.0,17.0,Unknown,Unknown,4121.0,6.0,0.03768205642700195,
56.0,1739284573.751183,TCP,142.251.209.36,10.12.16.216,TCP,Unknown,5349.0,1987.0,268288.0,16.0,Unknown,Unknown,5798.0,8.0,0.05879807472229004,0.025645017623901367
1012.0,1739284573.751183,TLS,142.251.209.36,10.12.16.216,TCP,0x0303,5349.0,1987.0,268288.0,24.0,Unknown,Unknown,6810.0,9.0,0.0,0.025645017623901367
85.0,1739284573.751183,TLS,142.251.209.36,10.12.16.216,TCP,0x0303,6307.0,1987.0,268288.0,24.0,Unknown,Unknown,6895.0,10.0,0.0,0.025645017623901367
56.0,1739284573.751183,TCP,142.251.209.36,10.12.16.216,TCP,Unknown,6338.0,4204.0,266240.0,16.0,Unknown,Unknown,6951.0,11.0,0.0,0.021370848019917805
54.0,1739284573.751275,TCP,10.12.16.216,142.251.209.36,TCP,Unknown,4438.0,6338.0,130048.0,16.0,Unknown,Unknown,2283.0,11.0,0.02746295928955078,0.049888054529825844
